334	1
335	1
307	1
309	1
312	1
315	1
318	1
321	1
323	1
326	1
329	1
332	1
338	1
341	1
344	1
347	1
349	1
358	1
0	1
182	0
122	4
233	0
247	1
255	1
277	1
296	1
263	1
61	6
260	1
281	1
284	7
264	1
164	3
218	3
262	1
259	1
265	1
268	1
269	1
272	1
273	1
275	1
328	1
331	1
320	1
270	1
346	1
274	1
266	1
261	1
220	1
258	1
234	4
238	0
241	0
243	0
244	0
246	0
271	1
256	1
257	1
317	1
325	1
343	1
242	0
340	1
267	1
251	1
351	1
352	1
353	1
354	1
355	1
40	5
145	7
200	7
204	7
282	7
283	7
285	7
288	7
289	7
292	7
293	7
295	7
290	7
239	0
305	1
184	0
183	0
252	1
245	0
294	7
100	3
201	7
186	0
185	0
240	0
306	1
350	1
291	7
314	1
253	1
286	7
278	7
160	3
287	7
254	1
279	7
337	1
187	0
188	0
189	0
192	0
194	0
195	0
197	0
198	1
319	0
280	7
276	1
123	6
126	4
176	4
178	4
179	4
181	4
199	7
177	4
303	1
216	3
180	4
127	4
219	1
304	1
12	7
85	7
144	7
148	7
205	7
208	7
209	7
212	7
213	7
215	7
217	1
104	3
162	3
222	3
225	3
226	3
229	3
230	3
232	3
235	4
227	3
231	3
236	4
237	4
311	1
214	7
128	4
210	7
223	3
211	7
206	7
221	1
129	4
228	3
207	7
202	7
140	4
224	3
130	4
131	4
134	4
136	4
137	4
139	4
322	4
193	0
62	1
65	6
116	6
118	6
119	6
121	6
196	0
117	6
141	3
203	7
190	0
66	6
142	7
120	6
191	0
301	1
124	6
161	3
43	3
102	3
163	3
165	3
168	3
169	3
172	3
173	3
175	3
342	3
125	6
67	6
302	1
143	7
25	2
84	7
88	2
149	7
152	7
153	7
156	7
157	7
159	7
330	1
68	6
158	7
154	7
308	1
170	3
174	3
79	6
166	3
69	6
70	6
73	6
75	6
76	6
78	6
316	6
171	3
155	7
150	7
135	4
80	3
151	7
167	3
146	7
1	1
14	1
55	1
57	1
58	1
60	1
138	4
132	4
147	7
56	1
81	3
133	4
82	2
299	1
63	1
59	1
15	1
300	1
16	1
83	2
24	2
28	2
89	2
92	2
93	2
96	2
97	2
99	2
333	1
64	4
101	3
103	3
105	3
108	3
109	3
112	3
113	3
115	3
345	3
114	3
94	2
110	3
17	1
98	2
19	1
90	2
95	2
18	1
313	1
111	3
106	3
91	2
74	6
107	3
20	3
86	2
77	6
87	2
21	3
71	6
22	2
72	6
2	1
297	1
298	1
3	6
41	5
42	3
44	5
47	5
48	5
51	5
52	5
54	5
348	1
23	2
29	2
32	2
33	2
36	2
37	2
39	2
336	1
34	2
49	5
4	1
38	2
5	1
53	5
35	2
50	5
6	1
7	1
310	1
45	5
30	2
31	2
8	1
46	5
26	2
9	1
27	2
10	1
248	1
250	1
324	1
327	1
339	1
20356	1
359	1
11	1
20357	1
13	7
